,0
0,0.0
1,0.16
2,0.31
3,0.3
4,0.53
5,0.75
6,0.83
7,0.99
8,1.04
9,1.34
10,1.43
11,1.71
12,1.73
13,1.77
14,2.23
15,2.26
16,2.76
17,2.83
18,2.9
19,3.29
20,3.56
21,3.95
22,4.15
23,4.28
24,4.49
25,4.95
26,5.31
27,5.35
28,5.74
29,5.95
30,6.04
31,6.27
32,6.44
33,6.6
34,6.77
35,7.22
36,7.32
37,7.75
38,7.92
39,8.49
40,9.11
41,10.28
42,10.63
43,11.06
44,12.08
45,12.37
46,12.68
47,12.75
48,13.08
49,13.09
50,13.82
51,14.83
52,14.9
53,14.9
54,16.15
55,16.26
56,17.39
57,18.22
58,19.43
59,19.99
60,20.81
61,21.3
62,21.43
63,21.62
64,22.11
65,23.69
66,24.29
67,24.4
68,25.43
69,25.47
70,26.02
71,26.22
72,26.68
73,26.9
74,27.61
75,27.81
76,28.39
77,28.97
78,29.56
79,29.66
80,29.9
81,30.22
82,30.52
83,30.75
84,31.73
85,33.02
86,33.36
87,33.88
88,33.99
89,34.8
90,35.2
91,35.92
92,35.93
93,36.61
94,36.61
95,37.35
96,37.91
97,38.39
98,38.39
99,38.89
100,39.22
101,39.25
102,39.17
103,39.43
104,39.48
105,40.03
106,40.1
107,40.78
108,40.78
109,41.09
110,41.41
111,42.02
112,42.04
113,42.09
114,42.19
115,42.74
116,42.25
117,42.82
118,43.23
119,43.05
120,43.84
121,43.98
122,44.19
123,44.57
124,46.24
125,46.41
126,46.83
127,46.82
128,47.53
129,48.75
130,48.71
131,48.57
132,48.68
133,49.26
134,49.1
135,49.64
136,50.13
137,49.91
138,50.18
139,50.64
140,50.04
141,49.65
142,50.36
143,50.84
144,50.66
145,51.48
146,51.6
147,51.88
148,51.85
149,52.66
150,52.34
151,51.64
152,52.01
153,52.19
154,51.4
155,51.91
156,50.96
157,51.02
158,50.5
159,50.14
160,49.78
161,49.53
162,49.45
163,49.53
164,49.75
165,48.23
166,47.96
167,48.54
168,47.88
169,48.01
170,47.67
171,47.49
172,48.36
173,48.99
174,48.68
175,48.48
176,48.56
177,48.75
178,49.44
179,49.57
180,49.99
181,50.12
182,50.06
183,50.91
184,50.09
185,49.5
186,49.73
187,49.2
188,50.04
189,49.67
190,49.95
191,49.42
192,50.46
193,50.13
194,50.75
195,50.31
196,50.33
197,50.61
198,50.89
199,51.47
200,51.94
201,52.88
202,53.43
203,53.53
204,53.56
205,53.43
206,54.6
207,53.82
208,54.11
209,54.13
210,53.93
211,53.08
212,53.47
213,55.66
214,55.17
215,56.23
216,56.97
217,56.35
218,57.69
219,58.01
220,57.77
221,58.41
222,58.31
223,57.81
224,56.36
225,56.02
226,55.43
227,55.42
228,55.71
229,55.72
230,56.51
231,56.48
232,58.21
233,57.93
234,58.06
235,57.96
236,57.51
237,57.68
238,57.46
239,57.28
240,57.87
241,57.41
242,56.47
243,56.06
244,55.7
245,54.59
246,55.51
247,56.18
248,56.21
249,56.52
250,57.22
251,57.39
252,57.03
253,57.05
254,56.95
255,56.58
256,57.05
257,57.06
258,56.39
259,56.59
260,57.23
261,58.07
262,59.65
263,60.51
264,60.13
265,60.6
266,61.33
267,62.21
268,61.86
269,61.76
270,62.33
271,62.36
272,61.38
273,60.6
274,60.34
275,60.59
276,60.77
277,60.6
278,60.42
279,60.89
280,61.57
281,61.83
282,62.2
283,61.21
284,63.11
285,64.05
286,64.22
287,64.3
288,63.49
289,63.69
290,64.01
291,64.93
292,63.94
293,63.8
294,64.03
295,64.06
296,63.75
297,63.4
298,63.31
299,62.51
300,61.83
301,60.94
302,60.36
303,60.92
304,60.8
305,60.9
306,59.92
307,61.35
308,61.5
309,61.01
310,61.65
311,62.78
312,62.51
313,60.58
314,61.05
315,60.27
316,59.71
317,60.04
318,58.38
319,58.76
320,58.54
321,57.8
322,58.54
323,58.75
324,58.77
325,59.67
326,60.74
327,62.19
328,60.98
329,60.19
330,60.04
331,61.71
332,60.62
333,61.56
334,63.16
335,62.93
336,63.74
337,63.71
338,64.38
339,63.61
340,64.24
341,64.34
342,64.78
343,64.51
344,64.01
345,64.5
346,64.02
347,64.11
348,64.74
349,63.82
350,62.88
351,62.53
352,62.61
353,63.28
354,63.63
355,64.02
356,63.97
357,64.56
358,65.19
359,64.8
360,63.82
361,63.98
362,63.06
363,63.55
364,63.31
365,62.92
366,63.4
367,62.86
368,62.93
369,64.3
370,63.99
371,64.0
372,66.21
373,67.61
374,68.63
375,70.16
376,69.65
377,69.56
378,70.0
379,70.48
380,70.64
381,70.5
382,70.69
383,72.33
384,71.48
385,70.64
386,70.88
387,72.87
388,72.84
389,72.97
390,74.58
391,74.17
392,74.87
393,75.51
394,75.86
395,76.51
396,78.36
397,78.15
398,78.79
399,78.91
400,79.6
401,80.49
402,81.44
403,81.66
404,82.54
405,82.26
406,82.34
407,81.71
408,82.4
409,82.81
410,82.93
411,83.4
412,83.63
413,83.56
414,84.86
415,84.91
416,85.47
417,85.25
418,86.15
419,85.92
420,87.14
421,88.55
422,89.06
423,89.26
424,90.4
425,90.41
426,91.3
427,89.83
428,90.59
429,93.54
430,93.04
431,91.91
432,91.67
433,90.92
434,91.5
435,91.43
436,91.18
437,92.68
438,92.48
439,93.17
440,93.78
441,93.39
442,93.13
443,93.02
444,93.68
445,94.56
446,94.46
447,93.36
448,93.26
449,94.73
450,96.12
451,97.51
452,98.07
453,99.0
454,100.71
455,100.58
456,102.36
457,101.83
458,101.27
459,101.49
460,101.62
461,101.17
462,101.77
463,102.24
464,102.98
465,103.49
466,102.14
467,101.8
468,101.72
469,101.42
470,100.96
471,101.12
472,99.1
473,98.72
474,101.36
475,100.22
476,101.3
477,102.66
478,102.76
479,102.49
480,101.86
481,102.06
