,0
0,0.0
1,0.09
2,0.09
3,0.17
4,0.89
5,1.07
6,1.81
7,2.26
8,2.73
9,2.92
10,2.91
11,2.96
12,3.57
13,3.6
14,3.69
15,4.06
16,4.15
17,4.25
18,4.26
19,4.6
20,4.77
21,4.96
22,5.1
23,5.18
24,5.3
25,5.32
26,5.36
27,5.37
28,5.56
29,5.66
30,5.72
31,5.94
32,6.04
33,6.13
34,6.22
35,6.39
36,6.83
37,7.88
38,8.1
39,8.34
40,8.36
41,8.76
42,9.04
43,9.17
44,9.61
45,9.65
46,9.76
47,9.91
48,10.03
49,10.34
50,10.59
51,10.73
52,10.91
53,10.92
54,11.12
55,11.24
56,11.32
57,11.99
58,12.1
59,12.3
60,13.16
61,13.42
62,13.69
63,13.73
64,13.78
65,13.94
66,14.11
67,14.47
68,15.12
69,15.19
70,15.81
71,15.96
72,16.42
73,16.56
74,17.57
75,17.62
76,17.72
77,17.84
78,18.06
79,18.36
80,18.96
81,19.52
82,19.56
83,20.16
84,20.42
85,20.42
86,20.67
87,21.45
88,21.76
89,21.95
90,22.47
91,23.23
92,23.23
93,23.95
94,24.38
95,24.6
96,24.62
97,24.66
98,25.66
99,25.9
100,26.34
101,26.24
102,26.23
103,26.65
104,26.59
105,26.8
106,26.13
107,25.87
108,25.4
109,25.59
110,26.0
111,25.95
112,25.59
113,26.78
114,27.34
115,27.18
116,27.97
117,27.9
118,29.09
119,28.75
120,29.03
121,28.98
122,30.42
123,31.11
124,31.34
125,31.32
126,32.35
127,32.54
128,32.75
129,33.13
130,33.29
131,33.19
132,33.29
133,33.54
134,34.68
135,35.43
136,35.16
137,35.19
138,35.43
139,36.68
140,36.77
141,36.45
142,36.3
143,36.18
144,35.79
145,36.51
146,36.74
147,37.11
148,37.1
149,36.99
150,37.84
151,38.61
152,38.42
153,38.85
154,40.54
155,40.76
156,40.76
157,40.3
158,40.2
159,40.66
160,40.38
161,41.07
162,40.8
163,41.43
164,41.57
165,41.93
166,42.58
167,43.34
168,43.15
169,43.25
170,42.81
171,43.56
172,44.42
173,45.05
174,44.46
175,45.37
176,46.35
177,46.55
178,47.26
179,47.77
180,47.21
181,46.92
182,47.57
183,47.33
184,47.2
185,47.43
186,48.08
187,47.8
188,47.53
189,47.37
190,47.67
191,47.61
192,47.93
193,47.87
194,48.47
195,48.79
196,49.25
197,50.29
198,49.36
199,49.21
200,49.02
201,49.18
202,50.2
203,50.28
204,50.15
205,49.87
206,50.0
207,50.2
208,50.57
209,50.35
210,50.18
211,51.36
212,51.78
213,51.36
214,51.72
215,51.93
216,52.52
217,52.59
218,51.51
219,51.56
220,51.28
221,51.4
222,50.67
223,50.03
224,49.77
225,50.0
226,49.75
227,50.52
228,51.69
229,51.37
230,51.53
231,52.04
232,52.65
233,52.34
234,51.64
235,51.34
236,52.02
237,51.15
238,51.23
239,49.76
240,49.75
241,50.31
242,51.07
243,52.02
244,52.2
245,51.69
246,53.05
247,52.83
248,53.58
249,53.98
250,54.26
251,54.09
252,54.27
253,54.61
254,53.59
255,54.06
256,54.33
257,55.88
258,56.47
259,57.38
260,56.95
261,56.41
262,56.6
263,56.08
264,56.95
265,57.98
266,57.48
267,57.74
268,57.84
269,57.89
270,58.04
271,57.98
272,56.75
273,56.65
