,0
0,0.0
1,0.28
2,0.35
3,0.34
4,0.35
5,0.43
6,0.43
7,0.59
8,0.6
9,0.73
10,1.5
11,1.65
12,1.87
13,2.35
14,2.56
15,2.62
16,2.74
17,2.8
18,2.85
19,2.87
20,2.9
21,3.59
22,3.6
23,4.05
24,4.17
25,4.22
26,4.27
27,4.33
28,4.65
29,5.04
30,5.24
31,5.3
32,5.43
33,5.46
34,5.66
35,5.82
36,6.17
37,6.44
38,6.48
39,6.51
40,6.59
41,6.77
42,6.82
43,6.95
44,7.24
45,7.28
46,7.27
47,8.33
48,8.51
49,8.6
50,8.69
51,8.69
52,8.76
53,8.76
54,8.77
55,9.16
56,9.3
57,9.46
58,9.53
59,9.55
60,9.64
61,9.94
62,10.09
63,10.5
64,11.26
65,11.55
66,11.79
67,12.15
68,12.33
69,12.52
70,12.66
71,12.89
72,13.14
73,13.23
74,13.97
75,14.16
76,14.43
77,14.52
78,14.76
79,14.9
80,15.24
81,15.65
82,15.69
83,15.69
84,15.72
85,15.93
86,16.08
87,16.32
88,16.65
89,16.87
90,16.88
91,16.95
92,18.18
93,18.22
94,18.56
95,19.26
96,19.31
97,19.48
98,19.64
99,20.94
100,21.15
101,21.56
102,22.06
103,23.01
104,23.24
105,23.24
106,23.64
107,23.69
108,24.02
109,24.09
110,23.65
111,23.6
112,23.52
113,23.6
114,23.77
115,24.87
116,25.37
117,25.41
118,25.72
119,26.05
120,26.22
121,26.13
122,26.29
123,26.16
124,26.48
125,26.5
126,26.55
127,26.54
128,27.3
129,28.21
130,28.15
131,28.84
132,28.81
133,28.82
134,29.44
135,30.17
136,29.82
137,30.15
138,31.23
139,31.65
140,31.92
141,31.81
142,32.17
143,32.5
144,32.32
145,32.31
146,32.31
147,31.29
148,31.56
149,32.11
150,32.18
151,33.27
152,34.17
153,34.37
154,34.4
155,34.09
156,34.09
157,33.99
158,34.45
159,34.56
160,34.87
161,34.92
162,36.03
163,36.16
164,35.68
165,35.43
166,35.84
167,36.18
168,36.09
169,36.75
170,37.18
171,36.97
172,37.28
173,38.08
174,37.61
175,37.66
176,38.66
177,38.76
178,38.68
179,39.16
180,40.73
181,40.9
182,40.85
183,41.06
184,41.86
185,42.97
186,43.13
187,43.17
188,43.16
189,43.25
190,43.61
191,43.95
192,42.79
193,43.19
194,42.98
195,42.7
196,42.95
197,43.97
198,44.98
199,44.75
200,44.59
201,44.09
202,44.49
203,44.86
204,44.85
205,45.28
206,45.42
207,46.17
208,47.49
209,47.34
210,47.6
211,47.97
212,48.59
213,48.43
214,48.39
215,47.74
216,47.3
217,47.34
218,46.98
219,47.54
220,47.44
221,47.11
222,47.11
223,46.97
224,46.77
225,47.6
226,47.52
227,47.96
228,46.97
229,46.8
230,46.83
231,47.11
232,47.42
233,48.11
234,49.68
235,48.92
236,49.42
237,49.19
238,48.17
239,48.05
240,48.49
241,48.66
242,48.39
243,48.19
244,48.46
245,48.69
246,48.75
247,48.72
248,48.8
249,48.19
250,48.85
251,48.0
252,47.43
253,47.86
254,48.02
255,48.93
256,48.93
257,49.11
258,49.22
259,49.28
260,48.92
261,48.92
262,47.77
263,47.4
264,47.8
265,48.31
266,49.13
267,48.66
268,48.84
269,48.09
270,47.81
271,47.81
272,47.74
273,47.0
274,46.82
275,47.17
276,46.57
277,46.39
278,46.83
279,46.94
280,45.55
281,45.59
282,45.86
283,46.76
284,46.27
285,45.59
286,45.91
287,45.71
288,45.78
289,45.77
290,45.47
291,46.57
292,46.56
293,46.23
294,46.12
295,45.92
296,46.35
297,45.34
298,44.63
299,43.76
300,44.5
301,44.48
302,44.2
303,43.36
304,43.44
305,44.23
306,43.8
307,43.58
308,42.99
309,43.38
310,42.99
311,42.61
312,42.13
313,42.0
314,42.28
315,41.8
316,41.88
317,41.78
318,42.21
319,41.79
320,42.68
321,42.45
322,42.61
323,42.73
324,42.66
325,41.82
326,42.84
327,42.78
328,42.87
329,41.83
330,41.95
331,41.3
332,40.94
333,40.61
334,38.43
335,38.38
336,37.88
337,37.72
338,37.97
339,37.99
340,37.27
341,37.56
342,37.47
343,38.29
344,38.58
345,38.41
346,38.38
347,38.65
348,38.43
349,38.49
350,37.69
351,37.46
352,37.79
353,37.27
354,37.33
355,37.3
356,37.47
357,37.52
358,36.89
359,36.85
360,37.32
361,37.21
362,37.29
363,37.13
364,36.52
365,36.89
366,36.64
367,36.61
368,36.42
369,36.68
370,36.43
371,36.72
372,36.92
373,36.81
374,37.04
375,36.54
376,36.31
377,36.54
378,36.08
379,35.46
380,35.79
381,35.44
382,35.23
383,34.14
384,34.15
385,34.03
386,33.6
387,34.09
388,34.58
389,34.42
390,35.36
391,34.64
392,34.61
393,34.69
394,35.14
395,36.24
396,35.75
397,36.49
398,37.05
399,36.89
400,36.38
401,36.33
402,36.28
403,36.35
404,36.42
405,35.26
406,35.88
407,35.19
408,34.17
409,34.02
410,33.82
411,33.96
412,33.75
413,33.99
414,33.4
415,34.01
416,34.37
417,34.81
418,34.78
419,34.45
420,34.84
421,34.98
422,34.78
423,36.36
424,36.36
425,36.48
426,35.66
427,35.26
428,35.14
429,36.07
430,37.74
431,37.4
432,37.89
433,37.98
434,38.33
435,38.34
436,40.13
437,40.52
438,40.2
439,40.14
440,40.39
441,40.11
442,40.85
443,40.21
444,39.71
445,39.98
446,40.06
447,40.18
448,40.01
449,40.19
450,40.36
451,41.0
452,40.38
453,40.46
454,40.24
455,40.15
456,40.24
457,42.13
458,42.12
459,42.09
460,41.91
461,41.9
462,41.98
463,42.46
464,43.3
465,43.21
466,42.41
467,42.35
468,42.33
469,42.31
470,44.01
471,43.83
472,43.75
473,44.17
474,44.73
475,45.86
476,46.41
477,46.97
478,47.72
479,47.91
480,47.11
481,47.73
482,48.12
483,48.75
484,48.39
485,47.94
486,49.24
487,49.02
488,49.03
489,49.55
490,49.21
491,48.64
492,48.91
493,48.92
494,48.98
495,48.18
496,48.73
497,48.02
498,47.13
499,48.04
500,48.18
501,48.66
502,48.23
503,48.66
504,49.31
505,49.4
506,48.97
507,49.21
508,49.42
509,49.3
510,49.73
511,50.05
512,50.08
513,50.14
514,50.15
515,49.74
516,49.23
517,49.9
518,49.64
519,49.53
520,48.28
521,48.35
522,48.32
523,47.64
524,47.63
525,48.26
526,48.1
527,48.15
528,48.87
529,48.43
530,47.03
531,47.6
532,48.86
533,48.71
534,48.51
535,49.31
536,48.17
537,47.72
538,48.04
539,47.76
540,48.28
541,48.13
542,47.45
543,47.33
544,47.55
545,48.12
