,0
0,0.0
1,0.03
2,0.35
3,0.34
4,0.33
5,0.33
6,0.38
7,0.38
8,0.55
9,0.62
10,0.63
11,0.63
12,0.63
13,0.64
14,0.72
15,0.72
16,0.76
17,0.75
18,0.75
19,0.99
20,1.09
21,1.2
22,1.19
23,1.31
24,1.32
25,1.32
26,1.39
27,1.45
28,1.82
29,2.1
30,2.3
31,2.3
32,2.39
33,2.54
34,2.65
35,3.0
36,3.25
37,3.25
38,3.77
39,4.26
40,4.88
41,5.12
42,5.46
43,5.79
44,6.55
45,7.71
46,8.19
47,9.17
48,9.52
49,10.49
50,10.49
51,11.14
52,12.09
53,12.34
54,13.26
55,14.61
56,15.6
57,17.3
58,17.92
59,18.1
60,19.04
61,19.22
62,20.87
63,22.1
64,23.8
65,25.38
66,26.44
67,27.25
68,28.68
69,29.13
70,30.48
71,32.36
72,34.92
73,35.93
74,36.93
75,37.87
76,38.69
77,39.41
78,40.01
79,41.05
80,42.05
81,43.03
82,43.93
83,44.8
84,45.88
85,46.6
86,47.34
87,48.12
88,48.88
89,49.54
90,50.47
91,52.08
92,52.84
93,53.74
94,54.45
95,55.44
96,56.36
97,57.36
98,58.25
99,59.27
100,60.09
101,60.93
102,61.29
103,62.32
104,63.45
105,64.46
106,65.56
107,66.59
108,67.45
109,68.35
110,69.24
111,70.27
112,71.27
113,72.21
114,73.1
115,74.12
116,75.02
117,75.94
118,76.91
119,77.7
120,78.95
121,79.13
122,80.07
123,80.84
124,81.72
125,82.7
126,83.55
127,84.39
128,84.89
129,85.54
130,86.31
131,87.19
132,88.04
133,88.78
134,89.67
135,90.14
136,91.16
137,92.03
138,92.49
139,92.92
140,93.3
141,93.99
142,94.62
143,95.15
144,95.31
145,95.11
146,95.58
147,95.54
148,96.25
149,95.73
150,96.66
151,96.95
152,97.59
153,98.25
154,98.22
155,97.85
156,97.92
157,97.25
158,97.6
159,98.33
160,98.37
161,99.12
162,98.51
163,98.19
164,97.38
165,96.85
166,96.78
167,96.79
168,96.35
169,96.82
170,96.43
171,95.65
172,93.96
173,93.86
174,93.8
175,93.8
176,93.92
177,94.14
178,94.52
179,94.48
180,95.04
181,95.06
182,95.06
183,95.37
184,95.25
185,95.42
186,95.65
187,96.01
188,96.12
189,96.62
190,96.67
191,95.57
192,95.62
193,95.44
194,95.48
195,95.46
196,95.56
197,95.41
198,95.54
199,95.49
200,95.76
201,95.85
202,96.17
203,96.13
204,95.96
205,95.9
206,95.63
207,95.59
208,95.36
209,95.35
210,95.36
211,95.21
212,94.58
213,93.99
214,93.45
215,92.99
216,92.49
217,92.43
218,92.35
219,91.87
220,90.99
221,91.28
222,90.87
223,90.75
224,90.65
225,90.47
226,89.87
227,89.39
228,89.34
229,89.2
230,88.99
231,88.95
232,88.86
233,88.71
234,88.2
235,88.19
236,87.77
237,87.75
238,87.61
239,87.44
240,87.29
241,86.88
242,86.81
243,86.81
244,86.45
245,86.01
246,86.01
247,85.93
248,85.79
249,86.29
250,86.29
251,85.75
252,84.69
253,83.78
254,83.79
255,83.23
256,82.76
257,82.21
258,81.6
259,81.59
260,81.15
261,81.1
262,80.77
263,80.43
264,79.9
265,79.74
266,79.62
267,79.63
268,79.55
269,79.1
270,79.14
271,78.97
272,78.59
273,78.53
274,78.16
275,77.59
276,77.64
277,77.48
278,77.36
279,77.42
280,76.82
281,76.84
282,76.84
283,76.64
284,76.92
285,77.05
286,77.71
287,77.62
288,77.87
289,77.59
290,77.19
291,77.62
292,77.75
293,78.02
294,78.37
295,78.51
296,78.54
297,78.59
298,78.55
299,78.53
300,78.42
301,78.47
302,79.29
303,79.38
304,79.34
305,79.27
306,79.42
307,79.42
